Организация,Банковский счет,Дата,Начальный остаток,Поступление,Списание,Конечный остаток,Изменение
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-09-29,654954.6899999968,227677.476,882632.1660000001,-3.259629011154175e-09,-654954.6900000001
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-09-30,-3.259629011154175e-09,0.0,0.0,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-01,-3.259629011154175e-09,0.0,0.0,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-02,-3.259629011154175e-09,2338224.6225000005,2338224.6225000005,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-03,-3.259629011154175e-09,569122.7295,569122.7295,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-04,-3.259629011154175e-09,2790164.715,2790164.715,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-05,-3.259629011154175e-09,2411760.897,2411760.897,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-06,-3.259629011154175e-09,191646.0,191646.0,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-07,-3.259629011154175e-09,0.0,0.0,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-08,-3.259629011154175e-09,0.0,0.0,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-09,-3.259629011154175e-09,387291.45,387291.45,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-10,-3.259629011154175e-09,444951.312,444951.312,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-11,-3.259629011154175e-09,471087.4545,471087.4545,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-12,-3.259629011154175e-09,2302978.5675,2302978.5675,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-13,-3.259629011154175e-09,99196.929,99196.929,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-14,-3.259629011154175e-09,0.0,0.0,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-15,-3.259629011154175e-09,0.0,0.0,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-16,-3.259629011154175e-09,538023.915,538023.915,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-17,-3.259629011154175e-09,802800.4724999999,802800.4724999999,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-18,-3.259629011154175e-09,781034.592,781034.592,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-19,-3.259629011154175e-09,443129.38800000004,443129.38800000004,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-20,-3.259629011154175e-09,287917.5,287917.5,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-21,-3.259629011154175e-09,0.0,0.0,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-22,-3.259629011154175e-09,0.0,0.0,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-23,-3.259629011154175e-09,1401144.1274999997,1401144.1274999997,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-24,-3.259629011154175e-09,726890.658,726890.658,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-25,-3.259629011154175e-09,172537.95,172537.95,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-26,-3.259629011154175e-09,861943.7970000001,861943.7970000001,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-27,-3.259629011154175e-09,1128613.8630000001,1128613.8630000001,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-28,-3.259629011154175e-09,0.0,0.0,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-29,-3.259629011154175e-09,0.0,0.0,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-30,-3.259629011154175e-09,1447862.598,1447862.598,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-10-31,-3.259629011154175e-09,470242.5,470242.5,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-11-01,-3.259629011154175e-09,529977.8445,529977.8445,-3.259629011154175e-09,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2023-11-02,-3.259629011154175e-09,1143487.7025,1133737.7025,9749.99999999674,9750.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-01-11,0.0,9079.2,924.6705,8154.529500000001,8154.529500000001
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-01-12,8154.529500000001,0.0,0.0,8154.529500000001,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-01-13,8154.529500000001,0.0,0.0,8154.529500000001,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-01-14,8154.529500000001,0.0,0.0,8154.529500000001,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-01-15,8154.529500000001,0.0,0.0,8154.529500000001,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-01-16,8154.529500000001,25116.0,0.0,33270.529500000004,25116.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-01-17,33270.529500000004,1374219.6,1211117.31,196372.81950000004,163102.29000000004
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-01-18,196372.81950000004,23990.850000000002,0.0,220363.66950000005,23990.850000000002
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-01-19,220363.66950000005,9750.0,17316.0,212797.66950000005,-7566.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-01-20,212797.66950000005,103740.0,16473.600000000002,300064.06950000004,87266.4
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-01-21,300064.06950000004,0.0,0.0,300064.06950000004,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-01-22,300064.06950000004,0.0,0.0,300064.06950000004,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-01-23,300064.06950000004,1387425.0,1025229.3675000002,662259.7019999998,362195.63249999983
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-01-24,662259.7019999998,734543.55,0.0,1396803.2519999999,734543.55
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-01-25,1396803.2519999999,0.0,536060.9475,860742.3044999999,-536060.9475
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-01-26,860742.3044999999,1231854.0,2092444.068,152.23649999988265,-860590.068
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-01-27,152.23649999988265,585000.0,366059.85000000003,219092.38649999985,218940.14999999997
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-01-28,219092.38649999985,0.0,0.0,219092.38649999985,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-01-29,219092.38649999985,0.0,0.0,219092.38649999985,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-01-30,219092.38649999985,0.0,22565.4,196526.98649999985,-22565.4
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-01-31,196526.98649999985,0.0,0.0,196526.98649999985,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-01,196526.98649999985,395838.3,383938.035,208427.25149999987,11900.265000000014
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-02,208427.25149999987,4875.0,0.0,213302.25149999987,4875.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-03,213302.25149999987,100099.35,230097.972,83303.62949999986,-129998.622
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-04,83303.62949999986,0.0,0.0,83303.62949999986,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-05,83303.62949999986,0.0,0.0,83303.62949999986,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-06,83303.62949999986,0.0,4403.1,78900.52949999986,-4403.1
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-07,78900.52949999986,454361.7,0.0,533262.2294999999,454361.7
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-08,533262.2294999999,8821.800000000001,469899.378,72184.65149999986,-461077.57800000004
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-09,72184.65149999986,70036.2,71847.75,70373.10149999986,-1811.550000000003
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-10,70373.10149999986,14118.0,69957.03000000001,14534.071499999845,-55839.03000000001
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-11,14534.071499999845,0.0,0.0,14534.071499999845,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-12,14534.071499999845,0.0,0.0,14534.071499999845,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-13,14534.071499999845,280174.05,206945.076,87763.04549999983,73228.97399999999
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-14,87763.04549999983,0.0,44552.625,43210.42049999983,-44552.625
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-15,43210.42049999983,0.0,0.0,43210.42049999983,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-16,43210.42049999983,0.0,0.0,43210.42049999983,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-17,43210.42049999983,619715.85,137649.33,525276.9404999998,482066.52
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-18,525276.9404999998,0.0,0.0,525276.9404999998,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-19,525276.9404999998,0.0,0.0,525276.9404999998,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-20,525276.9404999998,27097.2,270506.73,281867.4104999998,-243409.52999999997
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-21,281867.4104999998,171210.0,344915.493,108161.9174999998,-173705.49300000002
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-22,108161.9174999998,234000.0,106772.25,235389.6674999998,127227.75
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-23,235389.6674999998,0.0,0.0,235389.6674999998,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-24,235389.6674999998,0.0,0.0,235389.6674999998,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-25,235389.6674999998,0.0,0.0,235389.6674999998,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-26,235389.6674999998,0.0,0.0,235389.6674999998,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-27,235389.6674999998,547253.85,499092.477,283551.04049999977,48161.37299999996
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-02-28,283551.04049999977,390000.0,110873.41200000001,562677.6284999998,279126.588
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-01,562677.6284999998,412655.10000000003,245076.46800000002,730256.2604999997,167578.632
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-02,730256.2604999997,79201.2,574489.734,234967.7264999997,-495288.53400000004
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-03,234967.7264999997,8814.0,141596.91000000003,102184.81649999967,-132782.91000000003
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-04,102184.81649999967,0.0,0.0,102184.81649999967,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-05,102184.81649999967,0.0,0.0,102184.81649999967,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-06,102184.81649999967,2993.25,0.0,105178.06649999967,2993.25
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-07,105178.06649999967,90628.2,134557.02000000002,61249.246499999645,-43928.82000000002
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-08,61249.246499999645,0.0,0.0,61249.246499999645,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-09,61249.246499999645,640461.9,82071.98999999999,619639.1564999997,558389.91
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-10,619639.1564999997,9165.0,628747.86,56.2964999997057,-619582.86
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-11,56.2964999997057,215244.9,0.0,215301.1964999997,215244.9
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-12,215301.1964999997,0.0,0.0,215301.1964999997,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-13,215301.1964999997,0.0,0.0,215301.1964999997,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-14,215301.1964999997,98913.75,2125.5,312089.4464999997,96788.25
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-15,312089.4464999997,238157.4,33902.700000000004,516344.1464999997,204254.69999999998
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-16,516344.1464999997,839592.6435,1022716.851,333219.93899999966,-183124.20750000002
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-17,333219.93899999966,1838.8500000000001,325757.25,9301.53899999964,-323918.4
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-18,9301.53899999964,0.0,0.0,9301.53899999964,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-19,9301.53899999964,0.0,0.0,9301.53899999964,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-20,9301.53899999964,15034.5,2960.1,21375.938999999642,12074.4
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-21,21375.938999999642,24367.2,0.0,45743.138999999646,24367.2
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-22,45743.138999999646,453207.3,477538.503,21411.93599999961,-24331.203000000038
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-23,21411.93599999961,82584.45,0.0,103996.3859999996,82584.45
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-24,103996.3859999996,370741.8,304450.575,170287.61099999957,66291.22499999998
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-25,170287.61099999957,0.0,0.0,170287.61099999957,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-26,170287.61099999957,0.0,0.0,170287.61099999957,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-27,170287.61099999957,271397.10000000003,439960.95,1723.7609999995911,-168563.84999999998
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-28,1723.7609999995911,0.0,0.0,1723.7609999995911,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-29,1723.7609999995911,102207.3,0.0,103931.0609999996,102207.3
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-30,103931.0609999996,195000.0,195125.97000000003,103805.09099999956,-125.97000000003027
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-03-31,103805.09099999956,176373.6,229875.16499999998,50303.52599999959,-53501.56499999997
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-01,50303.52599999959,0.0,0.0,50303.52599999959,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-02,50303.52599999959,0.0,0.0,50303.52599999959,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-03,50303.52599999959,312000.0,339578.81100000005,22724.714999999545,-27578.811000000045
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-04,22724.714999999545,1858184.25,1003899.312,877009.6529999995,854284.938
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-05,877009.6529999995,1046184.75,1829627.1045000001,93567.29849999934,-783442.3545000001
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-06,93567.29849999934,156000.0,242911.5,6655.798499999335,-86911.5
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-07,6655.798499999335,136168.5,132574.74750000003,10249.550999999308,3593.752499999973
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-08,10249.550999999308,0.0,0.0,10249.550999999308,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-09,10249.550999999308,0.0,0.0,10249.550999999308,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-10,10249.550999999308,122035.68000000001,15130.050000000001,117155.18099999931,106905.63
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-11,117155.18099999931,338461.5,446037.657,9579.023999999306,-107576.157
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-12,9579.023999999306,358361.25,0.0,367940.2739999993,358361.25
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-13,367940.2739999993,0.0,195000.0,172940.27399999928,-195000.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-14,172940.27399999928,0.0,127209.61499999999,45730.65899999929,-127209.61499999999
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-15,45730.65899999929,0.0,0.0,45730.65899999929,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-16,45730.65899999929,0.0,0.0,45730.65899999929,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-17,45730.65899999929,102960.0,5850.0,142840.6589999993,97110.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-18,142840.6589999993,460941.0,466576.46100000007,137205.19799999922,-5635.461000000068
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-19,137205.19799999922,15600.0,151320.0,1485.1979999992182,-135720.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-20,1485.1979999992182,369525.0,342137.796,28872.401999999245,27387.204000000027
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-21,28872.401999999245,9945.0,38688.0,129.40199999924516,-28743.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-22,129.40199999924516,0.0,0.0,129.40199999924516,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-23,129.40199999924516,0.0,0.0,129.40199999924516,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-24,129.40199999924516,0.0,0.0,129.40199999924516,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-25,129.40199999924516,150148.05000000002,145760.99850000002,4516.453499999247,4387.051500000001
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-26,4516.453499999247,0.0,1092.0,3424.4534999992466,-1092.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-27,3424.4534999992466,156721.5,0.0,160145.95349999925,156721.5
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-28,160145.95349999925,71327.1,191235.17400000003,40237.879499999224,-119908.07400000002
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-29,40237.879499999224,0.0,0.0,40237.879499999224,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-04-30,40237.879499999224,0.0,0.0,40237.879499999224,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-01,40237.879499999224,0.0,0.0,40237.879499999224,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-02,40237.879499999224,216758.1,1365.0,255630.97949999923,215393.1
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-03,255630.97949999923,883350.0,1137435.2925000002,1545.6869999990158,-254085.2925000002
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-04,1545.6869999990158,122070.0,118228.5,5387.186999999016,3841.5
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-05,5387.186999999016,84267.3,56723.2185,32931.268499999016,27544.0815
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-06,32931.268499999016,0.0,0.0,32931.268499999016,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-07,32931.268499999016,0.0,0.0,32931.268499999016,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-08,32931.268499999016,0.0,0.0,32931.268499999016,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-09,32931.268499999016,0.0,0.0,32931.268499999016,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-10,32931.268499999016,0.0,0.0,32931.268499999016,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-11,32931.268499999016,415997.4,363585.69000000006,85342.97849999898,52411.70999999996
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-12,85342.97849999898,288405.0,372944.7150000001,803.263499998895,-84539.71500000008
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-13,803.263499998895,0.0,0.0,803.263499998895,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-14,803.263499998895,0.0,0.0,803.263499998895,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-15,803.263499998895,436723.95,421550.22000000003,15976.993499998876,15173.729999999981
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-16,15976.993499998876,66639.3,71680.518,10935.775499998883,-5041.2179999999935
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-17,10935.775499998883,0.0,0.0,10935.775499998883,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-18,10935.775499998883,245173.5,244402.431,11706.844499998871,771.0689999999886
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-19,11706.844499998871,0.0,0.0,11706.844499998871,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-20,11706.844499998871,0.0,0.0,11706.844499998871,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-21,11706.844499998871,0.0,0.0,11706.844499998871,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-22,11706.844499998871,175890.0,181197.9,6398.944499998877,-5307.899999999994
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-23,6398.944499998877,3627.0,0.0,10025.944499998877,3627.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-24,10025.944499998877,319995.0,0.0,330020.9444999989,319995.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-25,330020.9444999989,77348.7,309885.42000000004,97484.22449999885,-232536.72000000003
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-26,97484.22449999885,619996.65,711271.236,6209.638499998837,-91274.58600000001
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-27,6209.638499998837,0.0,0.0,6209.638499998837,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-28,6209.638499998837,0.0,0.0,6209.638499998837,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-29,6209.638499998837,61717.5,64077.0,3850.138499998837,-2359.5
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-30,3850.138499998837,97890.0,0.0,101740.13849999884,97890.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-05-31,101740.13849999884,91045.5,95226.68999999999,97558.94849999885,-4181.189999999988
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-01,97558.94849999885,0.0,0.0,97558.94849999885,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-02,97558.94849999885,321568.65,411686.73,7440.868499998891,-90118.07999999996
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-03,7440.868499998891,0.0,0.0,7440.868499998891,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-04,7440.868499998891,0.0,0.0,7440.868499998891,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-05,7440.868499998891,320092.5,312151.32000000007,15382.048499998826,7941.179999999935
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-06,15382.048499998826,0.0,0.0,15382.048499998826,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-07,15382.048499998826,97938.75,0.0,113320.79849999883,97938.75
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-08,113320.79849999883,931555.794,982657.8449999999,62218.747499998964,-51102.05099999986
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-09,62218.747499998964,75855.0,131128.7835,6944.963999998974,-55273.78349999999
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-10,6944.963999998974,0.0,0.0,6944.963999998974,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-11,6944.963999998974,0.0,0.0,6944.963999998974,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-12,6944.963999998974,0.0,0.0,6944.963999998974,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-13,6944.963999998974,0.0,4925.7,2019.2639999989742,-4925.7
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-14,2019.2639999989742,352503.45,324441.97500000003,30080.73899999895,28061.474999999977
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-15,30080.73899999895,18497.7,0.0,48578.43899999895,18497.7
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-16,48578.43899999895,178815.0,224310.99599999998,3082.442999998966,-45495.995999999985
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-17,3082.442999998966,0.0,0.0,3082.442999998966,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-18,3082.442999998966,0.0,0.0,3082.442999998966,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-19,3082.442999998966,255541.65000000002,250908.25499999998,7715.837999999014,4633.395000000048
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-20,7715.837999999014,191433.45,2698.8,196450.48799999902,188734.65000000002
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-21,196450.48799999902,126410.7,0.0,322861.18799999903,126410.7
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-22,322861.18799999903,118394.25,2829.4500000000003,438425.987999999,115564.8
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-23,438425.987999999,293551.05,604670.9955000001,127306.04249999893,-311119.9455000001
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-24,127306.04249999893,0.0,0.0,127306.04249999893,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-25,127306.04249999893,0.0,0.0,127306.04249999893,0.0
"ООО ""Galaxy Data""","30742510210570001479, Банк 3",2023-06-26,127306.04249999893,188331.0,266492.45999999996,49144.58249999897,-78161.45999999996
