Организация,Статья движения денежных средств,Дата,Начальный остаток,Поступление,Списание,Конечный остаток,Изменение
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-06,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-07,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-08,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-09,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-10,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-11,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-12,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-13,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-14,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-15,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-16,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-17,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-18,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-19,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-20,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-21,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-22,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-23,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-24,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-25,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-26,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-27,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-28,998.6595,0.0,0.0,998.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-29,998.6595,4350.0,0.0,5348.6595,4350.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-30,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-10-31,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-01,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-02,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-03,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-04,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-05,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-06,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-07,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-08,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-09,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-10,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-11,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-12,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-13,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-14,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-15,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-16,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-17,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-18,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-19,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-20,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-21,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-22,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-23,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-24,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-25,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-26,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-27,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-28,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-29,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-11-30,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-01,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-02,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-03,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-04,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-05,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-06,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-07,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-08,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-09,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-10,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-11,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-12,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-13,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-14,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-15,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-16,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-17,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-18,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-19,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-20,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-21,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-22,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-23,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-24,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-25,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-26,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-27,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-28,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-29,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-30,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2020-12-31,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-01,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-02,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-03,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-04,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-05,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-06,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-07,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-08,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-09,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-10,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-11,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-12,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-13,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-14,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-15,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-16,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-17,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-18,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-19,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-20,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-21,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-22,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-23,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-24,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-25,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-26,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-27,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-28,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-29,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-30,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-01-31,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-01,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-02,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-03,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-04,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-05,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-06,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-07,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-08,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-09,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-10,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-11,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-12,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-13,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-14,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-15,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-16,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-17,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-18,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-19,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-20,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-21,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-22,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-23,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-24,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-25,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-26,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-27,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-02-28,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-01,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-02,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-03,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-04,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-05,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-06,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-07,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-08,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-09,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-10,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-11,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-12,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-13,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-14,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-15,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-16,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-17,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-18,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-19,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-20,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-21,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-22,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-23,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-24,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-25,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-26,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-27,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-28,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-29,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-30,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-03-31,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-01,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-02,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-03,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-04,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-05,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-06,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-07,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-08,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-09,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-10,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-11,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-12,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-13,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-14,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-15,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-16,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-17,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-18,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-19,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-20,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-21,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-22,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-23,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-24,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-25,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-26,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-27,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-28,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-29,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-04-30,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-01,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-02,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-03,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-04,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-05,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-06,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-07,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-08,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-09,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-10,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-11,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-12,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-13,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-14,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-15,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-16,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-17,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-18,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-19,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-20,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-21,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-22,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-23,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-24,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-25,5348.6595,0.0,0.0,5348.6595,0.0
"ООО ""Galaxy Flow""",Возврат подотчетных сумм,2021-05-26,5348.6595,0.0,0.0,5348.6595,0.0
